Date and time (UTC),"Rocket, Booster Version",Boosters,Stage 2 Version,Stage 2 Serial Number,Launch site,Time Between Launches,Payload,Payload mass,Orbit,Customer,Launchoutcome,Landing Location,Booster landing / Ship landing,Latitude,Longitude,Support,Tug,Recovered,Fairing Flight Numbers,Fairing Recovery Ships,Fairing Latitude,Fairing Longitude
04/07/23 4:30,F9 v1.2 B5.4,B1076-4,Unknown,Unknown,SLC-40,"6 days, 14 hours, 00 minutes",Intelsat 40e/TEMPO,"6,161 kg (13,600 lb)",Geostationary Transfer Orbit,Intelsat/NASA,Success,ASoG,Success,28.3166,-73.9334,Doug,Doug,Yes / Yes,2 / 8,Doug,28.2350,-73.2083
04/15/23 6:48,F9 v1.2 B5.4 ,B1063-10,Unknown,Unknown,SLC-4E,"8 days, 02 hours, 18 minutes",Transporter-7 (51 payloads),"~5,000 kg (~11,000 lb)",Sun-Synchronous Orbit,Numerous,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,2 / 5,NRC Quest,29.7501,-121.5628
04/19/23 14:31,F9 v1.2 B5.4,B1073-8,Unknown,Unknown,SLC-40,"4 days, 07 hours, 43 minutes",Starlink Group 6-2 (21 satellites),"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6678,-75.0339,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.3617,-74.5500
04/20/23 13:33,SH v1.0,B7-1,SS v1.0,S24-1,OLP-A,"0 days, 23 hours, 01 minutes",Starship Flight 1,0 kg,Sub-orbital,SpaceX,Partial Failure,None,No Attempt / No Attempt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
04/27/23 13:40,F9 v1.2 B5.4 ,B1061-13,Unknown,Unknown,SLC-4E,"7 days, 00 hours, 07 minutes",Starlink Group 3-5 (46 satellites),"~14,100 kg (31,100 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,28.9666,-121.8887,GO Beyond,Scorpius,Unknown / Unknown,6 / 7,NRC Quest,29.0268,-121.8539
04/28/23 22:12,F9 v1.2 B5.4,B1078-2,Unknown,Unknown,SLC-40,"1 days, 08 hours, 32 minutes",O3b mPOWER 3 & 4,"~4,100 kg (9,000 lb)",Medium-Earth Orbit,SES,Success,JRtI,Success,28.2133,-73.6550,Bob,Nicole Foss,Yes / Yes,3 / 4,Bob,28.1967,-72.2300
05/01/23 0:26,"FH v1.2 B5.4, F9 v1.2 B5.1, F9 v1.2 B5.1","B1068-1, B1052-8, B1053-3",Unknown,Unknown,LC-39A,"2 days, 02 hours, 13 minutes",Viasat-3 Americas & others,"~6,722 kg (14,800 lb)",Geostationary Earth Orbit,Astranis Space Technologies and ViaSat,Success,None / None / None,No Attempt / No Attempt / No Attempt,N/A,N/A,N/A,N/A,Yes / Yes,2 / 2,Doug,28.1500,-60.6367
05/04/23 7:31,F9 v1.2 B5.4,B1069-7,Unknown,Unknown,SLC-40,"3 days, 07 hours, 05 minutes",Starlink Group 5-6 (56 satellites),"~17,200 kg (~38,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6626,-75.0109,Bob,Crosby Skipper,Yes / Yes,8 / 9,Bob,25.7267,-74.8967
5/10/23 20:09,F9 v1.2 B5.4,B1075-3,Unknown,Unknown,SLC-4E,"6 days, 12 hours, 37 minutes",Starlink Group 2-9 (51 satellites),"~15,600 kg (~34,300 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.2139,-117.7756,GO Beyond,Scorpius,Yes / Yes,2 / 2,GO Beyond,29.2376,-117.6520
5/14/23 5:03,F9 v1.2 B5.4 ,B1067-11,Unknown,Unknown,SLC-40,"3 days, 08 hours, 54 minutes",Starlink Group 5-9 (56 satellites),"~17,200 kg (~38,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.6031,-74.8854,Bob,Crosby Skipper,Yes / Yes,7 / 8,Bob,25.7100,-75.1000
5/19/23 6:19,F9 v1.2 B5.4,B1076-5,Unknown,Unknown,SLC-40,"5 days, 01 hours, 16 minutes",Starlink Group 6-3 (22 satellites),"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6678,-75.0339,Doug,Doug/Crosby Skipper,Yes / Yes,8 / 8,Doug,25.4700,-74.6483
5/20/23 13:15,F9 v1.2 B5.4 ,B1063-11,Unknown,Unknown,SLC-4E,"1 days, 06 hours, 55 minutes",Iridium 9 and OneWeb 19,"~7,000 kg (~15,500 lb)",Polar Low-Earth Orbit,SpaceX,Success,OCISLY,Success,28.7528,-120.2539,GO Beyond,Scorpius,Unknown / Unknown,3 / 6,GO Beyond,27.8798,-120.2465
5/21/23 21:37,F9 v1.2 B5.5,B1080-1,Unknown,Unknown,LC-39A,"1 days, 08 hours, 21 minutes",Axiom-2 (Crew Dragon C212-2 Freedom),"~13,000 kg (29,000 lb)",Low-Earth Orbit,Axiom Space,Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5/27/23 4:30,F9 v1.2 B5.4 ,B1062-14,Unknown,Unknown,SLC-40,"5 days, 06 hours, 53 minutes",Arabsat 7B (Badr-8),"4,500 kg (9,900 lb)",Geostationary Transfer Orbit,Arabsat,Success,JRtI,Success,28.4089,-72.2948,Bob,Bob,Yes / Yes,8 / 9,Bob,28.4114,-73.6072
5/31/23 6:02,F9 v1.2 B5.4 ,B1061-14,Unknown,Unknown,SLC-4E,"4 days, 01 hours, 31 minutes",Starlink Group 2-10 (52 satellites),"~16,000 kg (35,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.2139,-117.7756,GO Beyond,Scorpius,Yes / Yes,5 / 7,GO Beyond,29.2783,-117.5983
6/4/2023 12:20,F9 v1.2 B5.4,B1078-3,Unknown,Unknown,SLC-40,"4 days, 06 hours, 18 minutes",Starlink Group 6-4 (22 satellites),"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.6383,-74.9850,Bob,Crosby Skipper,Yes / Yes,6 / 9,Bob,25.3950,-74.5791
6/5/2023 15:47,F9 v1.2 B5.4,B1077-5,Unknown,Unknown,LC-39A,"1 days, 03 hours, 26 minutes",SpaceX CRS-28 (Dragon C208-4),"~3,150+ kg (~7,000+ lb)",Low-Earth Orbit,NASA (CRS),Success,ASoG,Success,32.9778,-75.8242,Doug,Doug,N/A,N/A,N/A,N/A,N/A
6/12/23 7:10,F9 v1.2 B5.4,B1073-9,Unknown,Unknown,SLC-40,"6 days, 15 hours, 23 minutes",Starlink Group 5-11,"~16,000 kg (~35,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8130,-75.0812,Bob,Crosby Skipper,Yes / Yes,4 / 5,Bob,25.8367,-75.1850
6/12/23 21:35,F9 v1.2 B5.4,B1071-9,Unknown,Unknown,SLC-4E,"0 days, 14 hours, 24 minutes",Transporter-8 (72 payloads),Unknown,Sun-Synchronous Orbit,Numerous,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.7795,-121.4606
6/18/23 22:21,F9 v1.2 B5.4 ,B1067-12,Unknown,Unknown,SLC-40,"6 days, 00 hours, 46 minutes",Satria,"~4,700 kg (~10,400 lb)",Geostationary Transfer Orbit,PT Pasifik Satelit Nusantara,Success,ASoG,Success,28.1920,-73.5847,Doug,Doug,Yes / Yes,7 / 9,Doug,28.1983,-72.3033
6/22/23 7:19,F9 v1.2 B5.4,B1075-4,Unknown,Unknown,SLC-4E,"3 days, 08 hours, 57 minutes",Starlink Group 5-7,"~14,500 kg (~32,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.6075,-116.7281,GO Beyond,Scorpius,Yes / Yes,3 / 3,GO Beyond,29.9320,-116.7865
6/23/23 15:35,F9 v1.2 B5.4,B1069-8,Unknown,Unknown,SLC-40,"1 days, 08 hours, 16 minutes",Starlink Group 5-12,"~17,200 kg (~38,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.6539,-75.0039,Bob,Bob,Yes / Yes,7 / 10,Bob,25.6800,-75.0967
7/1/23 15:12,F9 v1.2 B5.5,B1080-2,Unknown,Unknown,SLC-40,"7 days, 23 hours, 36 minutes",Euclid Telescope,"~2,100 kg (~4,600 lb)",Sun-Earth L2,ESA,Success,ASoG,Success,25.8881,-74.2658,Doug,Doug,Yes / Yes,1 / 1,Doug,25.3775,-73.1608
7/7/23 19:29,F9 v1.2 B5.4 ,B1063-12,Unknown,Unknown,SLC-4E,"6 days, 04 hours, 17 minutes",Starlink Group 5-13,"~14,700 kg (~32,400 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.6075,-116.7281,GO Beyond,Scorpius,Unknown / Unknown,4 / 7,GO Beyond,29.9320,-116.7865
7/10/23 3:58,F9 v1.2 B5.3 ,B1058-16,Unknown,Unknown,SLC-40,"2 days, 08 hours, 28 minutes",Starlink Group 6-5,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.6383,-74.9850,Bob,Crosby Skipper,Yes / Yes,9 / 9,Bob,25.4683,-74.5583
7/16/23 3:50,F9 v1.2 B5.4 ,B1060-16,Unknown,Unknown,SLC-40,"5 days, 23 hours, 51 minutes",Starlink Group 5-15,"~16,600 kg (~36,600 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6436,-74.9844,Doug,Doug,Yes / Yes,9 / 10,Doug,25.6697,-75.0772
7/20/23 4:09,F9 v1.2 B5.4 ,B1071-10,Unknown,Unknown,SLC-4E,"4 days, 00 hours, 19 minutes",Starlink Group 6-15,"~12,000 kg (~26,500 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,28.8517,-119.0603,GO Beyond,Scorpius,Unknown / Unknown,6 / 6,GO Beyond,28.9413,-119.0678
07/24/23 0:50,F9 v1.2 B5.4,B1076-6,Unknown,Unknown,SLC-40,"3 days, 20 hours, 40 minutes",Starlink Group 6-6,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.6383,-74.9850,Bob,Crosby Skipper,Yes / Yes,7 / 8,Bob,25.4300,-74.7283
07/28/23 4:01,F9 v1.2 B5.4 ,B1062-15,Unknown,Unknown,SLC-40,"4 days, 03 hours, 11 minutes",Starlink Group 6-7,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.6867,-75.2317,Bob,Signet Titan,Yes / Yes,2 / 2,Bob,25.4233,-74.7433
07/29/23 3:03,"FH v1.2 B5.4, F9 v1.2 B5.4, F9 v1.2 B5.4","B1074-1, B1064-3, B1065-3",Unknown,Unknown,LC-39A,"0 days, 23 hours, 01 minutes",EchoStar 24 / Jupiter 3,"9,200 kg (20,300 lb)",Geostationary Transfer Orbit,EchoStar,Success,None / LZ-1 / LZ-2,No Attempt / Success / Success,N/A,N/A,N/A,N/A,Yes / Yes,5 / 6,Doug,27.6461,-65.0813
08/03/23 5:00,F9 v1.2 B5.4,B1077-6,Unknown,Unknown,SLC-40,"5 days, 01 hours, 57 minutes",Galaxy 37,"~3,500 kg (~7,700)",Geostationary Transfer Orbit,Intelsat,Success,JRtI,Success,28.0567,-73.8524,Bob,Crosby Skipper,Yes / Yes,8 / 10,Bob,27.9105,-72.5549
08/07/23 2:41,F9 v1.2 B5.4,B1078-4,Unknown,Unknown,SLC-40,"3 days, 21 hours, 40 minutes",Starlink Group 6-8,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7527,-75.1741,Doug,Doug,Yes / Yes,8 / 10,Doug,25.4617,-74.7667
08/08/23 3:57,F9 v1.2 B5.4,B1075-5,Unknown,Unknown,SLC-4E,"1 days, 01 hours, 15 minutes",Starlink Group 6-20,"~12,000 kg (~26,500 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,28.8517,-119.0603,GO Beyond,Scorpius,Yes / Yes,6 / 6,GO Beyond,29.1467,-119.2133
08/11/23 5:17,F9 v1.2 B5.4,B1069-9,Unknown,Unknown,SLC-40,"3 days, 01 hours, 19 minutes",Starlink Group 6-9,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7633,-75.1833,Doug,Crosby Skipper,Yes / Yes,10 / 11,Doug,25.6050,-75.0134
08/17/23 3:36,F9 v1.2 B5.4 ,B1067-13,Unknown,Unknown,SLC-40,"5 days, 22 hours, 19 minutes",Starlink Group 6-10,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7539,-75.1912,Doug,Doug,Yes / Yes,10 / 11,Doug,25.4667,-74.7633
08/22/23 9:37,F9 v1.2 B5.4 ,B1061-15,Unknown,Unknown,SLC-4E,"5 days, 06 hours, 00 minutes",Starlink Group 7-1,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Scorpius,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.7083,-116.5267
08/26/23 7:27,F9 v1.2 B5.5,B1081-1,Unknown,Unknown,LC-39A,"3 days, 21 hours, 50 minutes",Crew-7 (Crew Dragon C210-3 Endurance),"~13,000 kg (29,000 lb)",Low-Earth Orbit,NASA (CTS),Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
08/27/23 1:05,F9 v1.2 B5.5,B1080-3,Unknown,Unknown,SLC-40,"0 days, 17 hours, 38 minutes",Starlink Group 6-11,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7539,-75.1912,Doug,Signet Titan,Yes / Yes,Unknown / Unknown,Doug,25.4517,-74.7850
09/01/23 2:21,F9 v1.2 B5.4,B1077-7,Unknown,Unknown,SLC-40,"5 days, 01 hours, 15 minutes",Starlink Group 6-13,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7539,-75.1912,Doug,Crosby Skipper,Yes / Yes,6 / 7,Doug,25.4267,-74.7167
09/02/23 14:25,F9 v1.2 B5.4 ,B1063-13,Unknown,Unknown,SLC-4E,"1 days, 12 hours, 04 minutes",SDA T&T Tranche 0B,"~5,000 kg (~11,000 lb)",Low-Earth Orbit,SDA,Success,LZ-1,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,5 / 8,GO Beyond,30.0557,-119.5591
09/04/23 2:47,F9 v1.2 B5.4 ,B1073-10,Unknown,Unknown,LC-39A,"1 days, 12 hours, 21 minutes",Starlink Group 6-12,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.9417,-75.4317,Doug,Signet Titan,Yes / Yes,Unknown / Unknown,Doug,25.5717,-74.9033
09/09/23 3:12,F9 v1.2 B5.4,B1076-7,Unknown,Unknown,SLC-40,"5 days, 00 hours, 24 minutes",Starlink Group 6-14,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7539,-75.1912,Doug,Crosby Skipper,Yes / Yes,Unknown / Unknown,Doug,25.4983,-74.6900
09/12/23 6:57,F9 v1.2 B5.4 ,B1071-11,Unknown,Unknown,SLC-4E,"3 days, 03 hours, 45 minutes",Starlink Group 7-2,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,30.0100,-116.7767,GO Beyond,Scorpius,Yes / Yes,Unknown / Unknown,GO Beyond,29.6409,-116.4845
09/16/23 3:38,F9 v1.2 B5.4,B1078-5,Unknown,Unknown,SLC-40,"3 days, 20 hours, 41 minutes",Starlink Group 6-16,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7539,-75.1912,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.4483,-74.6767
09/20/23 3:38,F9 v1.2 B5.3 ,B1058-17,Unknown,Unknown,SLC-40,"4 days, 00 hours, 00 minutes",Starlink Group 6-17,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7832,-75.2183,Doug,Doug,Yes / Yes,Unknown / Unknown,Doug,25.4950,-74.7167
09/24/23 1:07,F9 v1.2 B5.4 ,B1060-17,Unknown,Unknown,SLC-40,"3 days, 21 hours, 29 minutes",Starlink Group 6-18,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7680,-75.2351,Bob,Bob,Yes / No,Unknown / Unknown,Bob,25.5417,-74.7000
09/25/23 8:48,F9 v1.2 B5.4,B1075-6,Unknown,Unknown,SLC-4E,"1 days, 07 hours, 41 minutes",Starlink Group 7-3,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.9902,-116.7623,GO Beyond,Scorpius,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.6883,-116.3600
09/30/23 2:00,F9 v1.2 B5.4 ,B1069-10,Unknown,Unknown,SLC-40,"4 days, 17 hours, 11 minutes",Starlink Group 6-19,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.8016,-75.2446,Doug,Doug,Yes / Yes,3 / Unknown,Doug,25.4817,-74.7017
10/05/23 5:36,F9 v1.2 B5.4,B1076-8,Unknown,Unknown,SLC-40,"5 days, 03 hours, 35 minutes",Starlink Group 6-21,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7888,-75.2250,Doug,Doug,Yes / Yes,Unknown / Unknown,Doug,25.5017,-74.7200
10/09/23 7:43,F9 v1.2 B5.4 ,B1063-14,Unknown,Unknown,SLC-4E,"4 days, 02 hours, 07 minutes",Starlink Group 7-4,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,30.0405,-116.8907,GO Beyond,Kimberly C,Yes / Yes,Unknown / Unknown,GO Beyond,29.6504,-116.4804
10/13/23 14:19,"FH v1.2 B5.4, F9 v1.2 B5.4, F9 v1.2 B5.4","B1079-1, B1064-4, B1065-4",Unknown,Unknown,LC-39A,"4 days, 06 hours, 36 minutes",Psyche,"2,600 kg",Heliocentric,SpaceX,Success,None / LZ-1 / LZ-2,No Attempt / Success / Success,N/A,N/A,N/A,N/A,Yes / Yes,1 / 1,Bob,25.2950,-65.4900
10/13/23 23:01,F9 v1.2 B5.4 ,B1067-14,Unknown,Unknown,SLC-40,"0 days, 08 hours, 41 minutes",Starlink Group 6-22,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7827,-75.2237,Doug,Crosby Skipper,Yes / Yes,Unknown / Unknown,Doug,25.4183,-74.5950
10/18/23 0:39,F9 v1.2 B5.4 ,B1062-16,Unknown,Unknown,SLC-40,"4 days, 01 hours, 38 minutes",Starlink Group 6-23,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8433,-75.3533,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.6650,-74.6550
10/21/23 8:23,F9 v1.2 B5.4 ,B1061-16,Unknown,Unknown,SLC-4E,"3 days, 07 hours, 44 minutes",Starlink Group 7-5,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.9902,-116.7623,GO Beyond,Kimberly C,Yes / Yes,Unknown / Unknown,GO Beyond,29.6036,-116.4108
10/22/23 2:17,F9 v1.2 B5.5,B1080-4,Unknown,Unknown,SLC-40,"0 days, 17 hours, 53 minutes",Starlink Group 6-24,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7924,-75.2334,Doug,Crosby Skipper,Yes / Yes,Unknown / Unknown,Doug,25.4467,-74.6600
10/29/23 9:00,F9 v1.2 B5.4,B1075-7,Unknown,Unknown,SLC-4E,"7 days, 06 hours, 43 minutes",Starlink Group 7-6,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.9902,-116.7623,GO Beyond,Kimberly C,Yes / Yes,Unknown / Unknown,GO Beyond,29.5417,-116.3783
10/30/23 23:20,F9 v1.2 B5.4,B1077-8,Unknown,Unknown,SLC-40,"1 days, 14 hours, 19 minutes",Starlink Group 6-25,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7924,-75.2334,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.5150,-74.6417
11/04/23 0:37,F9 v1.2 B5.3 ,B1058-18,Unknown,Unknown,SLC-40,"4 days, 01 hours, 16 minutes",Starlink Group 6-26,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7924,-75.2334,Doug,Crosby Skipper,Yes / Yes,13 / 13,Doug,25.4467,-74.6600
11/08/23 5:05,F9 v1.2 B5.4 ,B1073-11,Unknown,Unknown,SLC-40,"4 days, 04 hours, 28 minutes",Starlink Group 6-27,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8150,-75.3500,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.4217,-74.6933
11/10/23 1:28,F9 v1.2 B5.5,B1081-2,Unknown,Unknown,LC-39A,"1 days, 20 hours, 22 minutes",SpaceX CRS-29 (Dragon C211-2),"~3,000 kg (6,500 lb)",Low-Earth Orbit,NASA (CRS),Success,LZ-1,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11/11/23 18:49,F9 v1.2 B5.4 ,B1071-12,Unknown,Unknown,SLC-4E,"1 days, 17 hours, 20 minutes",Transporter-9,Unknown,Sun-Synchronous Orbit,Numerous,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.8683,-121.5983
11/12/23 21:08,F9 v1.2 B5.4,B1076-9,Unknown,Unknown,SLC-40,"1 days, 02 hours, 19 minutes",O3b mPOWER 5 & 6,"3,400 kg (~7,500 lb)",Medium-Earth Orbit,SES S.A.,Success,ASoG,Success,28.2697,-73.5850,Bob,Crosby Skipper,Yes / Yes,8 / 9,Bob,28.1883,-72.3583
11/18/23 5:05,F9 v1.2 B5.4 ,B1069-11,Unknown,Unknown,SLC-40,"5 days, 07 hours, 56 minutes",Starlink Group 6-28,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.8150,-75.3500,Bob,Signet Titan,Yes / Yes,Unknown / Unknown,Bob,25.6080,-74.6808
11/18/23 13:02,SH v1.0,B9-1,SS v1.0,S25-1,OLP-A,"0 days, 07 hours, 57 minutes",Starship Flight 2,0 kg,Sub-orbital,SpaceX,Partial Failure,None / None,No Attempt / No Attempt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11/20/23 10:30,F9 v1.2 B5.4 ,B1063-15,Unknown,Unknown,SLC-4E,"1 days, 21 hours, 27 minutes",Starlink Group 7-7,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.4983,-116.3950
11/22/23 7:47,F9 v1.2 B5.4 ,B1067-15,Unknown,Unknown,SLC-40,"1 days, 21 hours, 17 minutes",Starlink Group 6-29,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7644,-75.1885,Bob,Crosby Skipper,Yes / No,Unknown / Unknown,Bob,25.4900,-74.6750
11/28/23 4:20,F9 v1.2 B5.4 ,B1062-17,Unknown,Unknown,SLC-40,"5 days, 20 hours, 32 minutes",Starlink Group 6-30,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7178,-75.1039,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.3817,-74.5950
12/01/23 18:19,F9 v1.2 B5.4 ,B1061-17,Unknown,Unknown,SLC-4E,"3 days, 13 hours, 59 minutes",425 Project Flight 1 & others,"~1,000 kg (~2,400 lb)",Sun-Synchronous Orbit,South Korean DAPA & others,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,31.3509,-121.9057
12/03/23 4:00,F9 v1.2 B5.4,B1078-6,Unknown,Unknown,SLC-40,"1 days, 09 hours, 40 minutes",Starlink Group 6-31,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7178,-75.1039,Doug,Signet Titan,Yes / Yes,Unknown / Unknown,Doug,25.7100,-74.8900
12/07/23 5:07,F9 v1.2 B5.4,B1077-9,Unknown,Unknown,SLC-40,"4 days, 01 hours, 06 minutes",Starlink Group 6-33,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7178,-75.1039,Bob,Crosby Skipper,Yes / Yes,Unknown / Unknown,Bob,25.3817,-74.5083
12/08/23 8:03,F9 v1.2 B5.4 ,B1071-13,Unknown,Unknown,SLC-4E,"1 days, 02 hours, 56 minutes",Starlink Group 7-8,"~17,600 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
12/19/23 4:01,F9 v1.2 B5.5,B1081-3,Unknown,Unknown,SLC-40,"10 days, 19 hours, 57 minutes",Starlink Group 6-34,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7178,-75.1039,Bob,Signet Titan / Signet Warhorse III,Yes / Yes,Unknown / Unknown,Bob,25.4978,-74.5686
12/23/23 5:33,F9 v1.2 B5.3 ,B1058-19,Unknown,Unknown,SLC-40,"4 days, 01 hours, 31 minutes",Starlink Group 6-32,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,JRtI,Success,25.7178,-75.1039,Bob,Kurt J Crosby,Yes / Yes,Unknown / Unknown,Bob,25.3850,-74.6633
12/24/23 13:11,F9 v1.2 B5.4,B1075-8,Unknown,Unknown,SLC-4E,"1 days, 07 hours, 38 minutes",SARah-2 and SARah-3,"3,800 kg (~8,400 lb)",Polar Low-Earth Orbit,Bundeswehr,Success,LZ-4,Success,N/A,N/A,N/A,N/A,Unknown / Unknown,Unknown / Unknown,GO Beyond,30.4990,-120.6573
12/29/23 1:07,"FH v1.2 B5.5, F9 v1.2 B5.4, F9 v1.2 B5.4","B1084-1, B1064-5, B1065-5",Unknown,Unknown,LC-39A,"4 days, 11 hours, 55 minutes",USSF-52,"~5,000 kg (~11,000 lb)",Molniya,USSF,Success,None / LZ-1 / LZ-2,No Attempt / Success / Success,N/A,N/A,N/A,N/A,Yes / Yes,1 / 1,Doug,37.8633,-68.9900
12/29/23 4:01,F9 v1.2 B5.4 ,B1069-12,Unknown,Unknown,SLC-40,"0 days, 02 hours, 54 minutes",Starlink Group 6-36,"~18,400 kg (~40,500 lb)",Low-Earth Orbit,SpaceX,Success,ASoG,Success,25.7178,-75.1039,Bob,Signet Warhorse III,Yes / Yes,Unknown / Unknown,Bob,25.6400,-74.4867
01/03/24 3:44,F9 v1.2 B5.5,B1082-1,Unknown,Unknown,SLC-4E,"4 days, 23 hours, 42 minutes",Starlink Group 7-9,"~16,800 kg (~37,000 lb)",Low-Earth Orbit,SpaceX,Success,OCISLY,Success,29.8806,-116.7508,GO Beyond,Debra C,Unknown / Unknown,Unknown / Unknown,GO Beyond,29.5417,-116.3783
